uid,species,gene_names,description,term_ids,gene_display_name,color
922,ath,At3g18290|EMB2454|AT3G18290|BTS|embryo defective 2454|BRUTUS|MIE15.8,Embryo defective-Preglobular / Globular. embryo defective; developmental arrest of mutant embryos.,GO:0010106|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0025195|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616|PO:0001017,At3g18290,#DAF7A6
7551,ath,TNI,"Leaves are larger, rounder and curve upward compared to wild type. Leaf lamina are cup shaped. Increased branding of trichomes.",,TNI,#DAF7A6
5486,ath,AT5G15600|SP1L4|SPIRAL1-like4|T20K14.210|T20K14_210,Phenotype not described.,GO:0003674|GO:0008150|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000014|PO:0009047|PO:0025195|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007095|PO:0007103|PO:0007115|PO:0007611|PO:0007616|PO:0007131|PO:0001016|PO:0001017,AT5G15600,#DAF7A6
7030,ath,EMB2527,embryo defective; terminal embryo phenotype: preglobular stage.,GO:0005575|GO:0008150|GO:0003674,EMB2527,#DAF7A6
4887,ath,AT3G23730|XTH16|xyloglucan endotransglucosylase/hydrolase 16|MYM9.11,No visible phenotype.,PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616,AT3G23730,#DAF7A6
5339,ath,AT4G35170|CC4|companion of cellulose synthase 4|T12J5.40|T12J5_40,Hypocotyls of etiolated mutants displayed cell swelling and elongation defects when grown on  salt containing media.,GO:0003674|GO:0008150|PO:0009030|PO:0009047|PO:0000191|PO:0007611,AT4G35170,#DAF7A6
374,ath,At5g40330|MYB23|AT5G40330|ATMYB23|ATMYBRTF|myb domain protein 23|MPO12.40|MPO12_40,"Decreased trichome branching. appear to have a normal root hair density, but a quantitative analysis shows they have a small but statistically significant increase in hair cell production in the N position. Excessive root hair production. GFP is expressed in all stages of differentiating root epidermal cells, in both hair (H) and non-hair (N) cell types, although preferentially in the N cells. In addition to having a reduced number of trichome branches, myb23 mutants have smaller trichomes. Patterning of trichomes is not affected.  However, there is reduced trichome branching with respect to the wild type, Columbia. Patterning of trichomes is not affected.  However, there is reduced trichome branching compared to the wild type, Wassilewskija. Trichomes are extremely reduced in size and have fewer branches. Also, fewer trichomes form along the margins of leaves.",GO:0005634|GO:0048629|GO:0010026|GO:0005515|GO:0010053|GO:0010091|PO:0006504|PO:0009005|PO:0009010|PO:0009025|PO:0009046|PO:0009047|PO:0000013|PO:0000037|PO:0009006|PO:0020038|PO:0025022|PO:0000263|PO:0000293|PO:0001054|PO:0007064|PO:0007115,At5g40330,#DAF7A6
7307,ath,GLD1,requires high CO2 to prevent flux of metabolites into the photorespiratory pathway.,GO:0019464|GO:0004375,GLD1,#DAF7A6
1864,ath,At2g36120|DOT1|AT2G36120|DEFECTIVELY ORGANIZED TRIBUTARIES 1|F9C22.5|F9C22_5,"Abnormal venation. Fused leaves. Rough leaves. dot1-1 mutants display an open-class leaf and cotyledon venation patterning defect with low penetrance. Post-genital fusions of aerial organs also occur in dot1-1 mutants, and they produce cup-shaped leaves with a reduced number of trichomes. Normal epidermal cell wall formation is disrupted at the site of the organ fusions. These mutants have reduced water permeability compared to wild type plants, but they have normal levels of fertility and normal patterns of root and stem development.",GO:0048366|GO:0010305|GO:0010087|GO:0010588|PO:0000013|PO:0000230|PO:0009005|PO:0009025|PO:0009046|PO:0020100|PO:0020137|PO:0025022|PO:0000017|PO:0000293|PO:0007103|PO:0007115|PO:0007123|PO:0007611,At2g36120,#DAF7A6
6738,ath,EMB210,"developmental arrest of mutant embryos occurs at globular-linear stage, monocotyledonous; pale yellow-green seeds; white to pale green embryo; 23.8% mutant; 52.9% aborted seeds in top half of silique.",GO:0005575|GO:0003674,EMB210,#DAF7A6
4957,ath,AT3G48780|SPT1|ATSPT1|SERINE PALMITOYLTRANSFERASE 1|T21J18.50,"Double mutant is male gametophytic lethal due to defects in pollen development. Phenotype of the double mutant pollens became apparent in the bicellular stage. The cytoplasm was less dense and plastids were dilated and lacked oil droplets. The nuclear envelope structure was modified by the formation of vesicles between the inner and outer membranes. The microspores lacked the intine layer, and consequently lacked clearly defined ER and Golgi.",GO:0004758|GO:0009640|GO:0030148|GO:0009555|PO:0000293,AT3G48780,#DAF7A6
1373,ath,At3g53130|LUT1|AT3G53130|CYP97C1|LUTEIN DEFICIENT 1|CYTOCHROME P450 97C1|T4D2.60,"Low lutein levels. Marked reductions in Tg accumulation in inflorescence tissues, increased  levels of NA, glucosylated NA (NAOG and NANG), NaMN, and NAD . In leaves, 25% increase in zeinoxanthin levels; 25% and 35% reduction in violaxanthin and lutein, respectively; %beta;-Carotene increased by 35%; all in relation to single mutant lut1-2. In seeds, similar amounts of carotenoids relative to lut1 b2. Intermediate compared to Col and Ws parents. Higher levels of lutein compared to lut1 b2. Level of total carotenoid  not significantly different from wild-type. No visible phenotype. In leaves, the only carotenoids significantly changed in the double mutant were &#946;-carotene and lutein. In seeds, similar amounts of carotenoids relative to lut1 b1. Intermediate compared to Col and Ws parents. Greater levels of individual and total &#946;-carotene-derived xanthophylls compared to lut1 b1. Accumulation of intermediate zeinoxanthin and contains 8% of wild type lutein. Leaky mutation. Double mutants were indistinguishable from bps1 single mutants. In leaves, 80% decrease in lutein content, accumulation of   monohydroxy xanthophyll &#946;-cryptoxanthin, and twofold larger xanthophyll cycle carotenoid pool (violaxanthin + antheraxanthin + zeaxanthine).  &#946;-Carotene and neoxanthin content remains largely unchanged. In seeds, lutein content reduced by 30%. No zeinoxanthin accumulation. 20% less total carotenoids on a fresh weight basis compared to wildtype. Chlorophyll a/b ratio is significantly higher than that of other genotypes. In leaves: dramatic alteration in carotenoid composition: more than twice the levels of &#946;-carotene compared to wildtype. Reduction of 95% and 60% for neoxanthin and violaxanthin compared to wildtype. Zeaxanthin and antheraxanthin totally absent.  &#946;-Carotene-derived xanthophylls (violaxanthin + zeaxanthin + antheraxanthin + neoxanthin) only account for 5% of total carotenoids compared to 25 to 30% in wildtype. Lutein content is unchanged in the triple mutant compared to lut1 b1 and lut1 b2 double mutants, but zeinoxanthin has more than doubled compared to any of the lut1 genotypes. In seeds, total carotenoid levels 35% lower than that of lut1 b1 and lut1 b2 but lutein still accounts for 80% of total carotenoids. Most &#946;-carotene-derived xanthophylls are significantly reduced compared to aforementioned double-mutants. 4- to 20-fold increase in &#946;-carotene relative to other genotypes. Smaller and paler than either parental wild-type ecotypes (Col and Ws). Very rapid initial induction of non-photochemical quenching (NPQ) but NPQ level was greatly reduced compared to wildtype levels and all other genotypes. Accumulated zeinoxanthin but, unlike lut1-1 and lut1-2, lacks lutein. Completely lacks lutein. Significant reduction of hydroxylated &beta;-rings xanthophylls. Virtually lacks lutein and accumulates high levels of zeinoxanthin (&#946;,&#949;-carotene with a hydroxylated &#946;-ring) and elevated levels of zeaxanthin, antheraxanthin, violaxanthin and neoxanthin (&#946;,&#946;-xanthophylls). Accumulates &#945;-carotene and zeinoxanthin at levels nearly identical to lut5-1 and lut1-4 single mutants, respectively.",GO:0016117|GO:0009941|GO:0009974|GO:0009507|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009006|PO:0009009|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616,At3g53130,#DAF7A6
4054,ath,AT1G20500,No visible phenotype.,,AT1G20500,#DAF7A6
5982,ath,EMB1118,embryo defective; terminal embryo phenotype: zygotic/preglobular stage.,GO:0003674|GO:0005575|GO:0008150,EMB1118,#DAF7A6
890,ath,At3g17300|EMB2786|AT3G17300|MGD8.14,Embryo defective-Preglobular.,PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616,At3g17300,#DAF7A6
1096,ath,At1g02205|CER1|AT1G02205|CER22|ECERIFERUM 1|ECERIFERUM 22|T6A9.16|AT1G02200|POSSIBLE ALDEHYDE DECARBONYLASE|T6A9.29,"Glossy inflorescence stems. Glossy siliques. Male sterile in low humidity. very bright green stems and siliques, complete absence of lobed plates and tube-shaped structures on the epicuticular wax layer, reduced fertility under conditions of low humidity, reduced plant height, phenotype similar to cer3 and cer6-1.",GO:0042335|GO:0009414|GO:0042742|GO:0043447|GO:0046185|GO:0050832|GO:0010025|GO:0071771|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009006|PO:0009009|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020038|PO:0025022|PO:0025281|PO:0000014|PO:0009001|PO:0009067|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616,At1g02205,#DAF7A6
5758,ath,AT5G60750|SCO4|snowy cotyledon 4|MUP24.17|MUP24_17,Light-sensitive bleaching of seedlings.,GO:0009507|GO:0009643|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0025195|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616|PO:0001017,AT5G60750,#DAF7A6
5730,ath,AT5G57160|ATLIG4|LIG4|DNA LIGASE IV|DNA ligase IV,"Delayed growth during later stages of development. Plants are hypersensitive to methyl methanesulfonate and X-rays.  They are not impaired in T-DNA integration.  Do not display any growth, developmental, or fertility defects. Delayed seed germination- even greater than in atlig6-1 alone.",GO:0009506|GO:0005515|GO:0006974|GO:0010165|GO:0048046|GO:0003910|GO:0006302|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000084|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616,AT5G57160,#DAF7A6
800,ath,At3g05680|EMB2016|AT3G05680|VIR|embryo defective 2016|VIRILIZER|F18C1.5|F18C1_5,Embryo defective-Globular.,GO:0003674|PO:0000293,At3g05680,#DAF7A6
6382,ath,EMB1606,embryo defective; terminal embryo phenotype: globular stage.,GO:0005575|GO:0003674|GO:0008150,EMB1606,#DAF7A6
1838,ath,At5g50300|AZG2|AT5G50300|ATAZG2|AZA-GUANINE RESISTANT2|ARABIDOPSIS THALIANA AZA-GUANINE RESISTANT2|K6A12.16|K6A12_16,Resistant to toxic purine analogues.,GO:0015854|GO:0015853|GO:0005215|GO:0006863|GO:0005345|PO:0009005,At5g50300,#DAF7A6
1948,ath,At2g04270|RNEE/G|AT2G04270|RNE|RNAse E/G-like|RNase E|T23O15.10|T23O15_10|AT2G04270.1|AT2G04270.2|AT2G04270.3|AT2G04270.4,"Pale green. Seedling lethal without exogenous sucrose. Segregates 3:1 WT:hoomozygous mutant. Homozygotes are white and arrest after the cotyledon stage. The phenotype is rescued by growth on sucrose. White seedlings that arrest at the cotyledon stage. Phenotype rescued by providing sucrose. On sucrose, mutant plants have small chloroplasts with fewer thylakoids and shorter granal stacks than WT. Fully developed chloroplasts are not observed.",GO:0009507|GO:0004521|GO:1901259|GO:0010239|GO:0009658|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009006|PO:0009009|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0000014|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616|PO:0007131,At2g04270,#DAF7A6
7001,ath,EMB2483,embryo defective; terminal embryo phenotype: globular stage.,GO:0003674|GO:0005575|GO:0008150,EMB2483,#DAF7A6
2305,ath,At4g18750|DOT4|AT4G18750|DEFECTIVELY ORGANIZED TRIBUTARIES 4|F28A21.160|F28A21_160,Abnormal leaf morphology. Short roots. Small rosette. dot4-1 mutants have an aberrant midgap leaf and cotyledon venation pattern and their roots are slightly shorter than wild type roots.,GO:0010588|GO:0048366|GO:0010305|GO:0010087|PO:0000013|PO:0000037|PO:0008019|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009025|PO:0009029|PO:0009031|PO:0009032|PO:0009046|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0000084|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007098|PO:0007103|PO:0007115|PO:0007611|PO:0007616,At4g18750,#DAF7A6
130,ath,At5g12080|MSL10|AT5G12080|ATMSL10|mechanosensitive channel of small conductance-like 10|F14F18.230|F14F18_230|AT5G12080.1|AT5G12080.2|AT5G12080.3,Abnormal stretch-activated channel activity. No visible phenotype. Shifts single-channel amplitude peak from 10pa (WT) to 7.3pa. Abolished stretch-activate mechanosensitive channel activity. Reduced stretch-activated mechanosensitive channel activity.,GO:0005886|GO:0050982|GO:0008381|GO:0006820|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000005|PO:0000025|PO:0000036|PO:0003011|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616,At5g12080,#DAF7A6
4398,ath,AT1G80950|LPEAT1|AtLPEAT1|LYSOPHOSPHATIDYLETHANOLAMINE ACYLTRANSFERASE1|F23A5.31|F23A5_31|AT1G80950.1,"Significantly shorter siliques than wild type. Reduced root acyl-lipid content. Altered amounts of phosphatidylethanolamine and phosphatidylcholine in roots and leaves. Smaller rosette leaves, smaller plants, shorter mature siliques. Lower dry mass of aerial parts. Lower seed number. Shorter primary root length.",GO:0005783|GO:0005634|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0005052|PO:0000005|PO:0025195|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616|PO:0001016|PO:0001017,AT1G80950,#DAF7A6
5859,ath,CP3|AT5G43660|CUPULIFORMIS 3|K9D7.3|K9D7_3,"semi-dwarf; round, dark green leaves. Angustifolia, Compacta. Asymmetric leaves. Width of sheet plate more length. Compact? Semi-dwarf.",GO:0005575|GO:0009585|GO:0003674|GO:0009639|GO:0009845|GO:0009825|PO:0000293,CP3,#DAF7A6
4999,ath,AT3G54360|NCA1|NO CATALASE ACTIVITY 1|T12E18.50|AT3G54360.1,"Extremely low catalase activity, resistant to hydroxyurea. Hyponastic leaves and reduced growth compared to wildtype when grown on soil in short days. Hypersensitivity to oxidative stress compared to wildtype.",GO:0005829|GO:1902553|GO:0005634|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0025195|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616|PO:0001016|PO:0001017,AT3G54360,#DAF7A6
1322,ath,At5g03280|EIN2|At5g51230|EMF2|AT5G03280|AT5G51230|VEF2|CYR1|AtEMF2|EMBRYONIC FLOWER 2|CYTOKININ RESISTANT 1|MWD22.18|MWD22_18|AT5G51240|PIR2|CKR1|ERA3|ORE3|ORE2|ATEIN2|ETHYLENE INSENSITIVE 2|ENHANCED RESPONSE TO ABA3|ORESARA 3|ORESARA 2|F12E4.10|F12E4_10|AT5G03280.1,"Delayed senescence. Insensitive to ABA. Insensitive to cytokinin. Insensitive to ethylene. Long hypocotyl. Resistant to auxin transport inhibitors. Complete loss of cotyledonary petiole. Large SAM. Only carpel-like floral organs. Oval cotyledons. Sessile rosette leaves. Severe early flowering. Short hypocotyl. Single flower develops. Very short inflorescence stem. Very small rosette leaves. Altered DR5:GUS expression. In the triple response assay, the double mutant looks similar to ein2-5 alone; in the light, the sur2 cotyledon and leaf epinasty is visible. In blue light, the mutant has a shorter hypocotyl than in wild type, but shows a clear sensitivity to cytokinins. In darkness, the mutant is resistant to cytokinins (only small decrease in hypocotyl length). The mutant exhibits a significant flg22-induced reduction in bacterial growth, indicating that the gene is most probably not required for flg22-induced bacterial resistance. insensitive to ethylene; large rosette, delayed in bolting. No visible phenotype. Male sterile. Male sterile. Shows a significant reduction of AvrRpt2 (80%), AvrRpm1 (20%) and AvrPphB (50%)-induced ETI (Effector Triggered Immunity). Severely impared in flg22-induced PTI (Pattern Triggered Immunity). Compromised immunity to the fungal pathogen A. brassicicola. Exhibits the edr2-6 phenotype: late acting resistance phenotype associated with cell death; plants are indistinguishable from wild type in growth and development up to ~3 weeks of age; developsexaggerated chlorosis and necrosis at infection sites in response to attack by some pathogens, but not in response to abiotic stresses or attack by the bacterial leaf speck pathogen; lesions do not spread to non-infected parts of inoculated leaves or to uninoculated leaves of the same plant; at later stages, the petioles of leaves are slightly shorter and leaves tend to be crinkled. Also exhibits the ein2-1 phenotype, displaying lack of root growth inhibition when grown on MS medium supplemented with 10 �M 1-aminocyclopropane-1-carboxylic acid. long roots and reducion in root hairs when grown on media supplemented with methyl jasmonate and ACC; fails to produce pollen at 22C, but is fertile at 16C. double mutant; resistant to auxin and ethylene; large rosette, delayed bolting; altered geotropic response; slight increase in root elongation. insensitive to ethylene; large rosette, delayed in bolting. broad-spectrum powdery mildew resistance. Identical to the ein2-5 single mutant.There is no noticeable effect on hypocotyl length of dark grown plants supplemented with ethylene. Following <i>Pythium irregulare</i> infection, jasmonic acid levels were dramatically increased in ein2-5 mutants than in wild-type plants. Following <i>Pythium irregulare</i> infection, salicylic acid levels increased over wild-type levels. In the presence of 150 mM NaCl, the leaves of ein2-5 plants started bleaching after 4 days of treatment. The leaf growth of the ein2-5 plants was dramatically inhibited by 400 mM mannitol although remained green, the wild-type plants, by contrast, stayed green and continued to grow. . Increased number of lateral roots. Reduced acropetal auxin transport. Root growth inhibition by ABA on ein2-5 seedlings increased when the concentrations of ABA were elevated. At the ABA concentrations (0.1-0.25 &#956;M) which stimulate root growth of wild-type plants, root inhibition of the ein2-5  plants started to be observed, and the most profound inhibitory effect was observed at 0.25 &#956;M and higher concentrations of ABA. Roots of the ein2-5 mutant seedlings showed enhanced sensitivity, although to a lesser extent, to salt and mannitol compared with the wild-type seedlings over the same period. Roots of ein2-5 seedlings were longer than those of the wild type in the absence of salt and osmotic stress condition. . Seedling growth, including cotyledon greening and expansion, was more sensitive to osmotic stress conditions. Severe inhibition in seedling growth was observed when NaCl and mannitol concentrations were 150 mM and 400 mM or higher, respectively. The cotyledons of the germinated ein2-5 seedlings did not expand and were yellow in the presence of 150 mM NaCl and 400 mM mannitol by 10 days after stratification under light. . Significantly increased susceptibility to the oomycete <i>Pythium irregulare</i>. The germination of mutant seeds was markedly  inhibited by both salt (NaCl) and osmotic stress (mannitol). The inhibition  of germination of the mutant was observed at as low a concentration as 50 mM NaCl, at which concentration the wild-type seeds hardly showed any inhibition in germination.  As the concentrations of NaCl in the media increased, the negative effect of the mutation became more evident. On the high salt medium (greater than or equal to 150 mM NaCl), germination of ein2-5 mutant seeds was inhibited to a greater extent than the wild-type seeds. Likewise, in the medium containing mannitol, the ein2-5 mutant seeds showed similar kinetics in germination. Within a four-day  period, ein2-5 seeds had more than a 30% reduction in germination in the presence of 500 mM mannitol. When the mutant was grown on increasing concentrations of ABA, cotyledon greening of ein2-5 seedlings was inhibited dramatically, and the inhibitory effects were increased in a dose-dependent manner. Reduction in percentage of cotyledons turning green of ein2-5 seedlings was more than 10% at as low as 0.1 &mu;M ABA. At 0.5 &mu;M ABA, only about 20% of ein2-5 germinated seedlings turned green while 100% of wild-type seedlings were green at 10 days in light. The root elongation of ein2-5 seedlings was also supersensitive to ABA. . Compared with the parent ein2 and EIN3ox plants, etiolated EIN3ox ein2 seedlings exhibited an intermediate phenotype in terms of hypocotyl and root lengths. A reduced EIN3 protein levels were detected in EIN3ox ein2-5 progeny compared with that of EIN3ox parent plants. The EIN3ox ein2 and five seo seedlings were completely unresponsive to ethylene application, similar to ein2. In addition, treatment with ACC failed to enhance the accumulation of EIN3 protein in EIN3ox ein2-5. The expression levels of ERF1 and EBF2 were not further increased by ethylene in the EIN3ox ein2 plant. By contrast, ethylene application enhanced EIN3 protein accumulation and ERF1 and EBF2 gene expression in the EIN3ox plants. Seedlings with short hypocotyls, oval-shape cotyledons with no petioles, absence of rosette growth, a very short inflorescence develops directly from the embryo or callus; the typical inflorescence shoot contains sessile leaves and two flowers with incomplete floral organ development; each flower has a disproportionally large pistil supported by a gynophore, six stamens and four sepals, but no petals; at maturity the pistil is several times taller than the stamens; homozygous plants are sterile. Seedlings with short hypocotyls, oval-shape cotyledons with no petioles, absence of rosette growth, a short inflorescence develops directly from the embryo or callus; the inflorescence shoot  contains sessile leaves and 2 to 3 flowers with incomplete floral organ development; although all the four floral organs can be observed in a population, petal formation is devoid in most individuals; a pistil is the most prominent floral organ observed; homozygous plants are sterile. roots elongate in the presence of inhibitory levels of cytokinins (cytokinin resistant); abbreviated development with reduction in cotyledon and leaf expansion; limited leaf production; reduced chlorophyll accumulation; failure to accumulate anthocyanins in response to cytokinins; formation of a single infertile flower; resistant to benzyl adenine, but sensitive to abscisic acid; segregating for glabrous (gl1). Phenotype resembles the emf1-2 single mutant. Semi-open, small petioleless,oval shaped cotyledons and short hypocotyl and leaf primordia.",GO:0031348|GO:0002237|GO:0009651|GO:0052544|GO:0005515|GO:0071281|GO:0009789|GO:0009723|GO:0009408|GO:0048765|GO:0009725|GO:0050832|GO:0010119|GO:0042742|GO:0006970|GO:0009926|GO:0001736|GO:0010150|GO:0009753|GO:0006349|GO:0009910|GO:0005634|PO:0000017|PO:0000037|PO:0000229|PO:0000230|PO:0009009|PO:0000013|PO:0008019|PO:0009005|PO:0009006|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000005|PO:0020094|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616,At5g03280,#DAF7A6
